idx,doc_id,senti_score_assets,senti_score_economy,senti_score_expenses,senti_score_govt policy,senti_score_industry,senti_score_innovation,senti_score_liquidity,senti_score_margins,senti_score_merges_acquisitions,senti_score_negative indicators,senti_score_positive indicators,indicators_ratio,senti_score_pricing,senti_score_product portfolio,senti_score_ratio,senti_score_recent trends,senti_score_recognition_awards,senti_score_revenue,senti_score_stocks,company,BSE_Code,Release_Date,BSE_Code_Yr,id,yr,Base_Price,one_mnthcp,six_mnthcp,one_yearcp,one_mnthcpchngper,six_mnthcpchngper,one_yearcpchngper,y_target,y_segment,y_target1,y_target6,y_target12
162,D:\Danny\DATA_text\DABUR\5000960314.txt,6,2.666666667,3,3.6,2.571428571,3,2.5,0.5,6,4,11,2.75,3,3.25,5,11,3,15,6.5,DABUR,500096,1/3/2014,500096_2014,500096,2014,172.95,178.8,232.4,263.95,3.4,34.4,52.6,6.025745194,6to7,5.033048889,5.217107311,5.311233592
163,D:\Danny\DATA_text\DABUR\5000960315.txt,10,2.6,4,3.555555556,7,7.666666667,3,2.5,2.5,2,13,6.5,2.5,5.2,7.5,23,10,22,5,DABUR,500096,1/3/2015,500096_2015,500096,2015,263.95,275.25,273.7,276.6,4.3,3.7,4.8,6.055846806,6to7,5.038898759,5.035002651,5.042133961
164,D:\Danny\DATA_text\DISHTV\5328390310.txt,9,1.5,2,6,5,2.5,6,2,5,3,1,0.333333333,8,4,9,5,4,3,3,DISHTV,532839,1/3/2010,532839_2010,532839,2010,37.15,37.55,50.55,58.7,1.1,36.1,58,5.340897814,5to6,5.017941869,5.226284164,5.33753808
165,D:\Danny\DATA_text\DISHTV\5328390311.txt,6,2,3,15,2.5,2.333333333,5,2,7,3,0.5,0.166666667,9,3,7,4,2.5,4,4,DISHTV,532839,1/3/2011,532839_2011,532839,2011,58.7,68.25,78.7,55,16.3,34.1,-6.3,5.323009979,5to6,5.113793386,5.215479088,4.967727793
166,D:\Danny\DATA_text\DISHTV\5328390312.txt,3,1,7,21,10,4.333333333,5,1,4,3,0.5,0.166666667,11,2,6,4,4.5,1.5,2,DISHTV,532839,1/3/2012,532839_2012,532839,2012,55,59.95,65.65,65.35,9,19.4,18.8,5.372264612,5to6,5.068904202,5.132262782,5.128714582
167,D:\Danny\DATA_text\DISHTV\5328390313.txt,0.285714286,3,3,8.333333333,0.75,8,5,2,5,3,6,2,11,8,15,4,6,4,3,DISHTV,532839,1/3/2013,532839_2013,532839,2013,65.35,67.7,42.15,49.35,3.6,-35.5,-24.5,5.295062074,5to6,5.034351821,4.740574823,4.832305759
168,D:\Danny\DATA_text\DISHTV\5328390314.txt,0.307692308,2,7,36,0.769230769,8,6,2,3,1,8,8,16,19,11,6,16,10,1,DISHTV,532839,1/3/2014,532839_2014,532839,2014,49.35,48.5,53.75,84.95,-1.7,8.9,72.1,5.459372726,5to6,4.999237249,5.068275074,5.403127731
169,D:\Danny\DATA_text\DISHTV\5328390315.txt,1,6,6,51,1.666666667,12,6,4,5,1.5,5,3.333333333,13,17,15,6,12,7,3,DISHTV,532839,1/3/2015,532839_2015,532839,2015,84.95,83.4,104.3,101.5,-1.8,22.8,19.5,5.52744299,5to6,4.998562713,5.152134856,5.132852927
170,D:\Danny\DATA_text\DIVISLAB\5324880310.txt,2,5,1,5,1,9,2,6,1,4,2,0.5,2,5,4,2,2,3,1,DIVISLAB,532488,1/3/2010,532488_2010,532488,2010,623.45,717.4,742.75,589.55,15.1,19.1,-5.4,6.606041893,6to7,5.106551351,5.130490256,4.97397131
171,D:\Danny\DATA_text\DIVISLAB\5324880311.txt,1.333333333,6,1,3.333333333,2,4.5,3,4,0.333333333,7,2,0.285714286,4,2,2,4,2,1,0.666666667,DIVISLAB,532488,1/3/2011,532488_2011,532488,2011,589.55,702.05,722.45,723.9,19.1,22.5,22.8,6.772965953,6to7,5.130490256,5.150397236,5.152134856
172,D:\Danny\DATA_text\DIVISLAB\5324880312.txt,1.333333333,6,1,2.5,3,11,2,4,0.5,6,2,0.333333333,4,3,1.5,2,2,1,2,DIVISLAB,532488,1/3/2012,532488_2012,532488,2012,723.9,804.05,1154.1,1013.6,11.1,59.4,40,7.059273927,7to8,5.08202529,5.344246298,5.247024072
173,D:\Danny\DATA_text\DIVISLAB\5324880313.txt,1.666666667,5,1,3.25,2,6,2,4,2,5,3,0.6,2,4,8,3,1,2,2,DIVISLAB,532488,1/3/2013,532488_2013,532488,2013,1013.6,1023.25,990.95,1422.65,1,-2.2,40.4,7.360517374,7to8,5.017279837,4.995860009,5.249127122
174,D:\Danny\DATA_text\DIVISLAB\5324880314.txt,1,2,2,8,1.5,13,3,5,4,5,3,0.6,2,5,2.5,1,2,3,1.5,DIVISLAB,532488,1/3/2014,532488_2014,532488,2014,1422.65,1320.65,1560.3,1721.3,-7.2,9.7,21,7.534388655,7to8,4.96144505,5.073297055,5.141663557
175,D:\Danny\DATA_text\DIVISLAB\5324880315.txt,2,3,2,17,1,5.5,3,5,2.5,3,4,1.333333333,2,4,7,2,3,4,0.333333333,DIVISLAB,532488,1/3/2015,532488_2015,532488,2015,1721.3,1916.55,2370.65,1155.25,11.3,37.7,-32.9,7.174149872,7to8,5.083265985,5.234844944,4.763028271
176,D:\Danny\DATA_text\DRREDDY\5001240311.txt,2.75,5.333333333,3,6,4.333333333,9.666666667,1.666666667,11,6,3.333333333,3,0.9,4,11,15,3.5,21,4,3.333333333,DRREDDY,500124,1/3/2011,500124_2011,500124,2011,1547.05,1650,1493.85,1646.2,6.7,-3.4,6.4,7.493428601,7to8,5.054333149,4.987707789,5.052416828
177,D:\Danny\DATA_text\DRREDDY\5001240312.txt,1.5,1.333333333,2,10,3,3.5,1,6,1.5,14,1,0.071428571,5,12,8,1,10,2,6,DRREDDY,500124,1/3/2012,500124_2012,500124,2012,1646.2,1740.1,1685.2,1760.5,5.7,2.4,6.9,7.555120267,7to8,5.047931079,5.026508643,5.05560866
178,D:\Danny\DATA_text\DRREDDY\5001240313.txt,1,4,2,8,6.5,5,0.833333333,2,4,12,14,1.166666667,8,17,5,3,11,6,4.5,DRREDDY,500124,1/3/2013,500124_2013,500124,2013,1760.5,1853.55,2293.25,2901.55,5.3,30.3,64.8,8.023404937,8+,5.04535873,5.19462213,5.369707363
179,D:\Danny\DATA_text\DRREDDY\5001240314.txt,3.666666667,2.6,2,4.571428571,10.5,4.8,4,2,3.25,4,5.5,1.375,3,3.2,17,11,5,1.666666667,11,DRREDDY,500124,1/3/2014,500124_2014,500124,2014,2901.55,2577.45,2951.1,3349.65,-11.2,1.7,15.4,8.160418242,8+,4.933034048,5.021904886,5.108366783
180,D:\Danny\DATA_text\DRREDDY\5001240315.txt,3,2,2.5,2.461538462,11,4.666666667,3,0.5,2.333333333,1.8,17,9.444444444,8.5,2,2.2,7,4.5,1.75,9,DRREDDY,500124,1/3/2015,500124_2015,500124,2015,3349.65,3753.7,4310.15,3103.15,12.1,28.7,-7.4,8.087379037,8+,5.088213429,5.185708422,4.960043508
181,D:\Danny\DATA_text\EICHERMOT\5052001210.txt,4,3,3,6,6,3.5,2,1,2,5,7,1.4,6,2.5,3,3,3,6,3,EICHERMOT,505200,1/12/2010,505200_2010,505200,2010,585.2,680.15,1258.6,1062.25,16.2,115.1,81.5,7.100233416,7to8,5.113191882,5.580107113,5.444579874
182,D:\Danny\DATA_text\EICHERMOT\5052001211.txt,5,1,1,6,6,2,3,1,1,5,2,0.4,7,3,0.5,1,1,5,1.5,EICHERMOT,505200,1/12/2011,505200_2011,505200,2011,1062.25,1260.7,1349.2,1724.05,18.7,27,62.3,7.535857143,7to8,5.12812199,5.176149733,5.358000369
183,D:\Danny\DATA_text\EICHERMOT\5052001212.txt,5,3,3,2,4.5,2,1.333333333,1,1,4,5,1.25,2.5,6,2,4,1,5,2,EICHERMOT,505200,1/12/2012,505200_2012,505200,2012,1724.05,2176.7,2111.65,2756,26.3,22.5,59.9,7.974532844,7to8,5.172187089,5.150397236,5.346631227
184,D:\Danny\DATA_text\EICHERMOT\5052001213.txt,4,3,2,4.333333333,5,6,1,2.5,4,0.5,13,26,1,7,7,4,2,7,2,EICHERMOT,505200,1/12/2013,505200_2013,505200,2013,2756,2734.45,3181.05,5107.4,-0.8,15.4,85.3,8.567391887,8+,5.005287688,5.108366783,5.460861296
185,D:\Danny\DATA_text\EICHERMOT\5052001214.txt,3,2,4,10,5,7,1,5,4,2,3.5,1.75,0.5,3,6,3,2,7,1.5,EICHERMOT,505200,1/12/2014,505200_2014,505200,2014,5107.4,6011.4,9751.6,16226.6,17.7,90.9,217.7,9.703608766,8+,5.122176669,5.48438191,5.907267388
186,D:\Danny\DATA_text\EIDPARRY\5001250310.txt,8,7,0.5,15,2.5,3,4,3,3,3,3,1,4,2.5,4.5,4,2,3,2,EIDPARRY,500125,1/3/2010,500125_2010,500125,2010,339.05,344.35,392.6,196.65,1.6,15.8,-42,5.848315625,5to6,5.021245473,5.110782243,4.682131227
187,D:\Danny\DATA_text\EIDPARRY\5001250311.txt,6,10,1,14,6,5,2,1.5,1.5,1,7,7,5,8,4.5,3,4,5,5,EIDPARRY,500125,1/3/2011,500125_2011,500125,2011,196.65,231.9,247,192.1,17.9,25.6,-2.3,5.835103092,5to6,5.123368564,5.168208681,4.99518319
188,D:\Danny\DATA_text\EIDPARRY\5001250312.txt,5.5,7,2,23,5,7,3,3,4,4,4.5,1.125,4,3,11,4,6,9,4,EIDPARRY,500125,1/3/2012,500125_2012,500125,2012,192.1,188.85,212.95,145.05,-1.7,10.9,-24.5,5.687144834,5to6,4.999237249,5.080783054,4.832305759
189,D:\Danny\DATA_text\EIDPARRY\5001250313.txt,3,2,1,4,3,4,1,1,2,0.5,3,6,1,2,1,3,2,1,2,EIDPARRY,500125,1/3/2013,500125_2013,500125,2013,145.05,155.5,114.6,127.7,7.2,-21,-12,5.626541394,5to6,5.05751888,4.859812404,4.927253685
190,D:\Danny\DATA_text\EIDPARRY\5001250314.txt,12,2,4,9.5,12,4,1,2,6,3,7,2.333333333,1.333333333,0.714285714,10,3,4,11,2.5,EIDPARRY,500125,1/3/2014,500125_2014,500125,2014,127.7,155.7,209.5,176.05,21.9,64.1,37.9,5.787050744,5to6,5.146912912,5.366443196,5.235909906
191,D:\Danny\DATA_text\EIDPARRY\5001250315.txt,12,16,1,27,17,5.5,1,5,7,4,4,1,0.666666667,3.666666667,3.666666667,4,9,11,1,EIDPARRY,500125,1/3/2015,500125_2015,500125,2015,176.05,171.75,133.75,198.25,-2.4,-24,12.6,5.852920613,5to6,4.994505912,4.836281907,5.091293197
192,D:\Danny\DATA_text\EIHOTEL\5008400310.txt,3,2,1,3,3,5,3,2,2,1.5,2,1.333333333,1,1,2,2,3,3,2,EIHOTEL,500840,1/3/2010,500840_2010,500840,2010,121.25,128.5,139.95,80.85,6,15.4,-33.3,5.441768149,5to6,5.049856007,5.108366783,4.759606539
193,D:\Danny\DATA_text\EIHOTEL\5008400311.txt,4,1,2,3,6,6,4,2,2,3,3,1,5,1,4,2,2,3,4,EIHOTEL,500840,1/3/2011,500840_2011,500840,2011,80.85,90.7,87.8,84.25,12.2,8.6,4.2,5.456388921,5to6,5.088830142,5.066385309,5.038250461
194,D:\Danny\DATA_text\EIHOTEL\5008400312.txt,1.75,6,1,6,6,14,4,2,2,5,5,1,6,1,2,2,3,4,1,EIHOTEL,500840,1/3/2012,500840_2012,500840,2012,84.25,84.85,77.2,63.45,0.7,-8.4,-24.7,5.363402613,5to6,5.015291106,4.953006181,4.830710862
195,D:\Danny\DATA_text\EIHOTEL\5008400313.txt,0.166666667,3,2,4,3,5,5,2,2,2,1,0.5,3,5,5,1,3,0.5,0.333333333,EIHOTEL,500840,1/3/2013,500840_2013,500840,2013,63.45,56,49.95,64.8,-11.7,-21.3,2.1,5.369707363,5to6,4.929425239,4.857484115,5.024538199
196,D:\Danny\DATA_text\EIHOTEL\5008400314.txt,0.428571429,6,1.5,6,6,5,7,2,2,3,1,0.333333333,1.5,4,3,2,4,3,0.333333333,EIHOTEL,500840,1/3/2014,500840_2014,500840,2014,64.8,74.9,108.3,110,15.6,67.1,69.8,5.560681631,5to6,5.109575242,5.380358077,5.392718042
197,D:\Danny\DATA_text\EIHOTEL\5008400315.txt,0.2,1,1,2,4,10,4,4,1,3,4,1.333333333,3,1,2.5,4,3,1,0.333333333,EIHOTEL,500840,1/3/2015,500840_2015,500840,2015,110,107.75,102.4,130.15,-2,-6.9,18.3,5.635325174,5to6,4.997212274,4.963543687,5.125748101
198,D:\Danny\DATA_text\EMAMILTD\5311620310.txt,4,12,1,8.666666667,5,4,2,1,3,6,10,1.666666667,5,8.666666667,13,8,7,10,3,EMAMILTD,531162,1/3/2010,531162_2010,531162,2010,549.95,668.3,454.4,356.4,21.5,-17.4,-35.2,6.227326871,6to7,5.144583267,4.887337078,4.743191484
199,D:\Danny\DATA_text\EMAMILTD\5311620311.txt,4,3.666666667,1,11.5,9,5.5,5,2.5,7,6,4,0.666666667,5.5,17.5,14,3,3.666666667,10,2,EMAMILTD,531162,1/3/2011,531162_2011,531162,2011,356.4,401.9,459.25,372.55,12.8,28.9,4.5,6.258720673,6to7,5.092522454,5.186826991,5.040194096
200,D:\Danny\DATA_text\EMAMILTD\5311620312.txt,4,13,2,7.25,11.5,6.5,5,1,7,7,6,0.857142857,2,14.5,9,3.5,10,5,9,EMAMILTD,531162,1/3/2012,531162_2012,531162,2012,372.55,435.8,499.9,592.4,17,34.2,59,6.609888181,6to7,5.117993812,5.216022124,5.342334252
201,D:\Danny\DATA_text\EMAMILTD\5311620313.txt,3,4.5,1,7.666666667,21,3.666666667,5,2,5,7,8,1.142857143,6,9,10,8,4,13,6,EMAMILTD,531162,1/3/2013,531162_2013,531162,2013,592.4,598.1,406.55,463.1,1,-31.4,-21.8,6.418528055,6to7,5.017279837,4.775756487,4.853591544
202,D:\Danny\DATA_text\EMAMILTD\5311620314.txt,5,7,2,5.833333333,13,7,2.333333333,8,4.5,10,15,1.5,13,8.2,19,16,9,7.5,6,EMAMILTD,531162,1/3/2014,531162_2014,531162,2014,463.1,467.45,653.3,967.25,0.9,41.1,108.9,7.018625588,7to8,5.016617366,5.252796851,5.556441887
203,D:\Danny\DATA_text\EMAMILTD\5311620315.txt,6,32,2,55,15,9.5,6,6,15,8,7.5,0.9375,7,10,10.75,17,12,12.5,7,EMAMILTD,531162,1/3/2015,531162_2015,531162,2015,967.25,1075.15,1193.1,998.15,11.2,23.3,3.2,7.04590723,7to8,5.08264583,5.155024197,5.031744257
204,D:\Danny\DATA_text\EROSMEDIA\5332610311.txt,7,11,1,12,6.5,6,5,1,6,3,2,0.666666667,7,11,3,4,7,3.5,2,EROSMEDIA,533261,1/3/2011,533261_2011,533261,2011,137.3,145.75,215.1,189.8,6.2,56.7,38.2,5.828357209,5to6,5.051137237,5.331268467,5.237505227
205,D:\Danny\DATA_text\EROSMEDIA\5332610312.txt,4,9,6,7,4,7,4,2,5,4,4,1,9,4,4,1,4,13,4,EROSMEDIA,533261,1/3/2012,533261_2012,533261,2012,189.8,182.35,170.25,176.7,-3.9,-10.3,-6.9,5.789042319,5to6,4.984291319,4.939497266,4.963543687
206,D:\Danny\DATA_text\EROSMEDIA\5332610313.txt,5,8,4,9,3,9,3,2,5,6,4,0.666666667,9,7,14,5,9,10,6,EROSMEDIA,533261,1/3/2013,533261_2013,533261,2013,176.7,170.9,114.25,160.15,-3.3,-35.3,-9.4,5.737056051,5to6,4.988389685,4.742320024,4.945918979
207,D:\Danny\DATA_text\EROSMEDIA\5332610314.txt,2,5,3,7.5,6.5,14,2,4,2.5,3,10,3.333333333,6,9,11,8,11,5,4,EROSMEDIA,533261,1/3/2014,533261_2014,533261,2014,160.15,165.75,261.5,392.55,3.5,63.3,145.1,6.296280247,6to7,5.033700567,5.362699625,5.687314282
208,D:\Danny\DATA_text\EROSMEDIA\5332610315.txt,7,6,1,14,6,12,2,2,7,0.75,4,5.333333333,4,6,11,4,7,5,6,EROSMEDIA,533261,1/3/2015,533261_2015,533261,2015,392.55,451.15,482.2,240.45,14.9,22.8,-38.7,5.96729992,5to6,5.10533923,5.152134856,4.712229258
209,D:\Danny\DATA_text\ESSARSHPNG\5337040312.txt,1,2,2,2.5,5,3,1,3,7,5,1,0.2,1,1,6,1,4,1,1,ESSARSHPNG,533704,1/3/2012,533704_2012,533704,2012,30,27.65,26.5,21.65,-7.8,-11.7,-27.8,5.14545752,5to6,4.957234517,4.929425239,4.805659047
210,D:\Danny\DATA_text\ESSARSHPNG\5337040313.txt,1.5,4,3,5,10,2,2,1,2,7,3,0.428571429,7,7,4,3,3,3,2,ESSARSHPNG,533704,1/3/2013,533704_2013,533704,2013,21.65,18.9,13.65,14.7,-12.7,-37,-32.1,5.104125637,5to6,4.922168313,4.727387819,4.769836808
211,D:\Danny\DATA_text\ESSARSHPNG\5337040314.txt,2,1,1,5,2,1.75,1,1,2,5,2,0.4,4,2,10,2,3,4,3,ESSARSHPNG,533704,1/3/2014,533704_2014,533704,2014,14.7,17.65,20.5,22.35,20.1,39.5,52,5.149527293,5to6,5.136386499,5.244389025,5.308267697
212,D:\Danny\DATA_text\ESSARSHPNG\5337040315.txt,5,1,1,3.2,11,3,0.25,3,3,9,0.5,0.055555556,2,1,2.666666667,1,2,2,1,ESSARSHPNG,533704,1/3/2015,533704_2015,533704,2015,22.35,22,18.65,23.95,-1.6,-16.6,7.2,5.158767902,5to6,4.999911331,4.893352133,5.05751888
213,D:\Danny\DATA_text\EXCELCROP\5325110310.txt,0.571428571,1.5,0.5,2.166666667,8,6,1,0.6,2,0.5,2,4,0.333333333,2.333333333,1,5,0.75,5,2,EXCELCROP,532511,1/3/2010,532511_2010,532511,2010,138.4,193.45,244.4,231.2,39.8,76.6,67.1,5.943324172,5to6,5.245970886,5.423186349,5.380358077
214,D:\Danny\DATA_text\EXCELCROP\5325110311.txt,1.5,3.5,0.666666667,3.4,10,8,0.5,0.75,1.5,2,3,1.5,1.25,4.5,3,4,2.5,5,2,EXCELCROP,532511,1/3/2011,532511_2011,532511,2011,231.2,250.1,133.85,130.15,8.2,-42.1,-43.7,5.635325174,5to6,5.063860055,4.681204872,4.666265285
215,D:\Danny\DATA_text\EXCELCROP\5325110312.txt,0.833333333,3,0.25,2.5,2,7,2,0.25,0.5,1,1,1,0.333333333,3,1.666666667,1,1,3,0.333333333,EXCELCROP,532511,1/3/2012,532511_2012,532511,2012,130.15,118.3,115.1,174.95,-9.1,-11.6,34.4,5.783671324,5to6,4.948050419,4.930148043,5.217107311
216,D:\Danny\DATA_text\EXCELCROP\5325110313.txt,0.444444444,3,0.5,3,5,5.5,5,0.6,0.5,1,2,2,1.25,2,3,3,2,1,0.5,EXCELCROP,532511,1/3/2013,532511_2013,532511,2013,174.95,156,218.9,537.7,-10.8,25.1,207.3,6.533352696,6to7,4.935911748,5.165357239,5.878575765
217,D:\Danny\DATA_text\EXCELCROP\5325110314.txt,0.6,1.5,0.333333333,2,3,4,2,0.333333333,1,1,1,1,0.333333333,3,4,3,1,2,0.5,EXCELCROP,532511,1/3/2014,532511_2014,532511,2014,537.7,520.2,978.2,876.5,-3.3,81.9,63,6.933910236,6to7,4.988389685,5.446306244,5.361292166
218,D:\Danny\DATA_text\EXCELCROP\5325110315.txt,1.285714286,1,0.2,1.333333333,2,7,1,1,2,1,1,1,0.333333333,3,5,2,1,1,0.25,EXCELCROP,532511,1/3/2015,532511_2015,532511,2015,876.5,911.5,890,1139.5,4,1.5,30,7.162009825,7to8,5.036952602,5.020585625,5.192956851
219,D:\Danny\DATA_text\GILLANDERS\5327160310.txt,1.5,2,1,2,1,2,0.5,1,2,3,2,0.666666667,1,2,1,2,1,1.5,1,GILLANDERS,532716,1/3/2010,532716_2010,532716,2010,143.35,156.65,161.25,100.95,9.3,12.5,-29.6,5.525253716,5to6,5.070789217,5.090678002,4.790819533
220,D:\Danny\DATA_text\GILLANDERS\5327160311.txt,5,1,1,6,2,4,1,2,2,5,6,1.2,5,3,2,3,1,2,2,GILLANDERS,532716,1/3/2011,532716_2011,532716,2011,100.95,112.55,87.75,70.95,11.5,-13.1,-29.7,5.397936432,5to6,5.084505143,4.919250732,4.789988623
221,D:\Danny\DATA_text\GILLANDERS\5327160312.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,GILLANDERS,532716,1/3/2012,532716_2012,532716,2012,70.95,72.95,61.1,72.05,2.8,-13.9,1.6,5.402902582,5to6,5.029129877,4.91338991,5.021245473
222,D:\Danny\DATA_text\GILLANDERS\5327160313.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,GILLANDERS,532716,1/3/2013,532716_2013,532716,2013,72.05,65.9,55,56.25,-8.5,-23.7,-21.9,5.329089025,5to6,4.952299717,4.838660029,4.852811209
223,D:\Danny\DATA_text\GILLANDERS\5327160314.txt,1,1,1,6,2,2.5,4,1,2,4,6,1.5,3,3,4,3,1,1,1,GILLANDERS,532716,1/3/2014,532716_2014,532716,2014,56.25,67.4,67,61.3,19.8,19.1,9,5.353278925,5to6,5.134621274,5.130490256,5.068904202
224,D:\Danny\DATA_text\GILLANDERS\5327160315.txt,0.5,2,2,8,4,2.666666667,1,1,4,5,1,0.2,1.666666667,1,8,3,1,1,2,GILLANDERS,532716,1/3/2015,532716_2015,532716,2015,61.3,61.5,54.2,71.45,0.3,-11.6,16.6,5.40019683,5to6,5.012633297,4.930148043,5.11559573
225,D:\Danny\DATA_text\GLAXO\5006600315.txt,5,4,2,6,4.5,4.333333333,3,2,4,2,3,1.5,3.5,4.5,2,9,4,4,2,GLAXO,500660,1/3/2015,500660_2015,500660,2015,3111.6,3331.55,3383.6,3321.05,7.1,8.7,6.7,8.152212421,8+,5.056882545,5.067015628,5.054333149
226,D:\Danny\DATA_text\GLAXO\5006601210.txt,0.5,1.5,5,5,3.5,4,3,1,1,2,4,2,7,8,2,3,2,5,1,GLAXO,500660,1/12/2010,500660_2010,500660,2010,1715.5,1810.15,1861.2,2217.2,5.5,8.5,29.2,7.769463101,7to8,5.046645732,5.065754593,5.188502501
227,D:\Danny\DATA_text\GLAXO\5006601211.txt,1,5,6,2.6,4,4.5,2,1,1,2,4,2,7,5,1.333333333,3,5,6,2,GLAXO,500660,1/12/2011,500660_2011,500660,2011,2217.2,2102,2120.3,2078.25,-5.2,-4.4,-6.3,7.708971803,7to8,4.97535348,4.980863136,4.967727793
228,D:\Danny\DATA_text\GLAXO\5006601212.txt,2.5,1.5,2,2.5,3,9,3,2,4,2,3,1.5,4.5,3,2.5,4,2,3,3,GLAXO,500660,1/12/2012,500660_2012,500660,2012,2078.25,2179.25,2117.45,2110.1,4.9,1.9,1.5,7.723164339,7to8,5.042779747,5.02322241,5.020585625
229,D:\Danny\DATA_text\GLAXO\5006601213.txt,2,3.5,2,5.333333333,3,5.5,3,1,4,2,2,1,3.5,5,2,5,4,1.5,1.5,GLAXO,500660,1/12/2013,500660_2013,500660,2013,2110.1,2195.55,2347.8,3046.1,4,11.3,44.4,8.069686596,8+,5.036952602,5.083265985,5.269917892
230,D:\Danny\DATA_text\GLENMARK\5322960310.txt,2,0.5,1.333333333,5,2,6,1,0.333333333,1,1,2,2,2,2,1.5,2,3,1,3,GLENMARK,532296,1/3/2010,532296_2010,532296,2010,251.6,269.3,285.7,251.8,7,13.6,0.1,5.995954452,5to6,5.056245805,5.097424424,5.011301739
231,D:\Danny\DATA_text\GLENMARK\5322960311.txt,6.5,4,4,10,4,6,1,4,4,3,2,0.666666667,11,4,4,2,2,1,3,GLENMARK,532296,1/3/2011,532296_2011,532296,2011,251.8,299.45,325.45,310.35,18.9,29.2,23.3,6.13198707,6to7,5.129306824,5.188502501,5.155024197
232,D:\Danny\DATA_text\GLENMARK\5322960312.txt,10,18,4,7.5,10,4.666666667,3,1.5,7,0.6,10,16.66666667,10,26,13,14,6,6,7,GLENMARK,532296,1/3/2012,532296_2012,532296,2012,310.35,323.55,441.75,502.15,4.3,42.3,61.8,6.480274597,6to7,5.038898759,5.259056653,5.355642433
233,D:\Danny\DATA_text\GLENMARK\5322960313.txt,6,7.5,3,7,5,3.75,4,0.5,2.5,2,9,4.5,1,19,2.5,4,5,5.5,4,GLENMARK,532296,1/3/2013,532296_2013,532296,2013,502.15,491.6,514.05,570.2,-2.1,2.4,13.6,6.579528951,6to7,4.99653637,5.026508643,5.097424424
234,D:\Danny\DATA_text\GLENMARK\5322960314.txt,11,8.5,5,4.142857143,3.75,6.25,5,4,4,6,5.5,0.916666667,17,17,2.333333333,8.5,2,5,7,GLENMARK,532296,1/3/2014,532296_2014,532296,2014,570.2,581.35,716.5,788.65,2,25.7,38.3,6.844442673,6to7,5.023880521,5.168777995,5.238036436
235,D:\Danny\DATA_text\GLENMARK\5322960315.txt,14,3,6,5.25,6.5,3.75,3,4,1.5,3,7,2.333333333,5.5,7,2.333333333,6,1.5,2,2.333333333,GLENMARK,532296,1/3/2015,532296_2015,532296,2015,788.65,907.2,1150.65,922.15,15,45.9,16.9,6.977421257,6to7,5.105945474,5.277604325,5.117394831
236,D:\Danny\DATA_text\GODREJCP\5324240311.txt,6,4,2,8,7,4,3,1.5,5,1,5,5,4,2,2.5,1,2,1,6,GODREJCP,532424,1/3/2011,532424_2011,532424,2011,360.05,387.25,425.2,446.75,7.6,18.1,24.1,6.391498265,6to7,5.060060177,5.12455904,5.159629847
237,D:\Danny\DATA_text\GODREJCP\5324240312.txt,9,16,2,13,9,7.5,3,3,9,4,4,1,2,11,8,10,9,9,6,GODREJCP,532424,1/3/2012,532424_2012,532424,2012,446.75,493.25,690.6,723.2,10.4,54.6,61.9,6.772164625,6to7,5.077670695,5.321056854,5.356114465
238,D:\Danny\DATA_text\GODREJCP\5324240313.txt,3,3,2,20,5,24,6,4,7,4,7,1.75,4,11,4.666666667,7,7,8,7,GODREJCP,532424,1/3/2013,532424_2013,532424,2013,723.2,776.5,808.05,789.25,7.4,11.7,9.1,6.845081684,6to7,5.058790336,5.085742767,5.069532935
239,D:\Danny\DATA_text\GODREJCP\5324240314.txt,6,9,2,10,6.5,23,2,4,6,3,15,5,5,8,7,11,7,10,5,GODREJCP,532424,1/3/2014,532424_2014,532424,2014,789.25,839.95,985.95,1131,6.4,24.9,43.3,7.155396302,7to8,5.052416828,5.164214382,5.264243386
240,D:\Danny\DATA_text\GODREJCP\5324240315.txt,9,15,1,30,12,20,2,6,15,4,9,2.25,6,4.666666667,27,9,10,19,1,GODREJCP,532424,1/3/2015,532424_2015,532424,2015,1131,1203.85,1335,1318.75,6.4,18,16.6,7.292166978,7to8,5.052416828,5.123963979,5.11559573
241,D:\Danny\DATA_text\GPPL\5332481211.txt,2,4,2,6,3,9,1,2,1,2,1,0.5,0.5,1,3,2,2,2,0.5,GPPL,533248,1/12/2011,533248_2011,533248,2011,58,62.3,67.1,54.95,7.4,15.7,-5.3,5.322766047,5to6,5.058790336,5.110178924,4.974662634
242,D:\Danny\DATA_text\GPPL\5332481212.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,GPPL,533248,1/12/2012,533248_2012,533248,2012,54.95,58.95,49.8,46.65,7.3,-9.4,-15.1,5.281425499,5to6,5.05815481,4.945918979,4.904533763
243,D:\Danny\DATA_text\GPPL\5332481213.txt,1.333333333,2.5,2,2.666666667,2,2.333333333,4,2,2,1.5,1,0.666666667,3,1,2,2,3,2,1,GPPL,533248,1/12/2013,533248_2013,533248,2013,46.65,49.05,42.9,70,5.1,-8,50.1,5.393627546,5to6,5.04407007,4.955827058,5.298817242
