idx,doc_id,senti_score_assets,senti_score_economy,senti_score_expenses,senti_score_govt policy,senti_score_industry,senti_score_innovation,senti_score_liquidity,senti_score_margins,senti_score_merges_acquisitions,senti_score_negative indicators,senti_score_positive indicators,indicators_ratio,senti_score_pricing,senti_score_product portfolio,senti_score_ratio,senti_score_recent trends,senti_score_recognition_awards,senti_score_revenue,senti_score_stocks,company,BSE_Code,Release_Date,BSE_Code_Yr,id,yr,Base_Price,one_mnthcp,six_mnthcp,one_yearcp,one_mnthcpchngper,six_mnthcpchngper,one_yearcpchngper,y_target,y_segment,y_target1,y_target6,y_target12
550,D:\Danny\DATA_text\TRIVENI\5323560314.txt,11,1.571428571,2,4.6,8,4,7,7,6,8,16.5,2.0625,2.833333333,3,2.333333333,1.666666667,9,1.5,2,TRIVENI,532356,1/3/2014,532356_2014,532356,2014,15.05,18.95,23.6,21.8,25.9,56.8,44.9,5.14633101,5to6,5.169915652,5.331752143,5.272486607
551,D:\Danny\DATA_text\TRIVENI\5323560315.txt,11,5.333333333,3,5.833333333,4,3.4,5,7,5,13,17,1.307692308,2.75,7,13,8,6,1.666666667,4,TRIVENI,532356,1/3/2015,532356_2015,532356,2015,21.8,19.4,23.35,43,-11,7.1,97.2,5.262690189,5to6,4.934473933,5.056882545,5.510197726
552,D:\Danny\DATA_text\TRIVENI\5323560910.txt,1,3,1,1,2,0.166666667,1,2,1,1,1,1,1,1,2,1,1,1,1,TRIVENI,532356,1/9/2010,532356_2010,532356,2010,115.05,131,96,89.55,13.9,-16.6,-22.2,5.478762163,5to6,5.099256486,4.893352133,4.850466542
553,D:\Danny\DATA_text\TRIVENI\5323560911.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRIVENI,532356,1/9/2011,532356_2011,532356,2011,89.55,96.75,21.9,18.75,8,-75.5,-79.1,5.12841833,5to6,5.062595033,4.310799125,4.261270434
554,D:\Danny\DATA_text\TRIVENI\5323560912.txt,14,4.5,4,3.2,5.333333333,7.5,7,5,6,8,11,1.375,13,11,5,3,7,3.5,3,TRIVENI,532356,1/9/2012,532356_2012,532356,2012,18.75,15.15,18.85,16.1,-19.2,0.5,-14.1,5.112590017,5to6,4.873669439,5.013963084,4.911919321
555,D:\Danny\DATA_text\TTML\5323710310.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TTML,532371,1/3/2010,532371_2010,532371,2010,23.2,24.35,22.4,14.75,5,-3.4,-36.4,5.104429173,5to6,5.043425117,4.987707789,4.732683506
556,D:\Danny\DATA_text\TTML\5323710311.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TTML,532371,1/3/2011,532371_2011,532371,2011,14.75,17.85,18.75,15.75,21,27.1,6.8,5.110480629,5to6,5.141663557,5.176714545,5.054971108
557,D:\Danny\DATA_text\TTML\5323710312.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TTML,532371,1/3/2012,532371_2012,532371,2012,15.75,14.24,10.62,9.74,-9.6,-32.6,-38.2,5.073547493,5to6,4.944495492,4.765586907,4.716711561
558,D:\Danny\DATA_text\TTML\5323710313.txt,1.333333333,4,2,11,2,7,2,1,1,2,3,1.5,3,5,6,1,4,2,0.5,TTML,532371,1/3/2013,532371_2013,532371,2013,9.74,8.22,5.86,7.4,-15.6,-39.8,-24,5.058790336,5to6,4.900820428,4.702296897,4.836281907
559,D:\Danny\DATA_text\TTML\5323710314.txt,1,0.5,1,6,7,9,2,1,3,3,1.5,0.5,2,13,4,4,5,1.5,1,TTML,532371,1/3/2014,532371_2014,532371,2014,7.4,8.2,11.06,8.67,10.8,49.5,17.2,5.066826574,5to6,5.080161357,5.295814236,5.119190701
560,D:\Danny\DATA_text\TTML\5323710315.txt,0.666666667,5,2,11,8,13,1,3,3,4,2,0.5,0.333333333,5,11,5,8,6,1,TTML,532371,1/3/2015,532371_2015,532371,2015,8.67,8.5,6.5,8.2,-2,-25,-5.4,5.063860055,5to6,4.997212274,4.828313737,4.97397131
561,D:\Danny\DATA_text\UBL\5324780310.txt,1,1,1,3,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,2,UBL,532478,1/3/2010,532478_2010,532478,2010,178.05,201.6,397.95,405.1,13.2,123.5,127.5,6.319148278,6to7,5.094976443,5.611301622,5.625820933
562,D:\Danny\DATA_text\UBL\5324780311.txt,6,5,1,9,5,3.666666667,3,2,1.5,3,4,1.333333333,3,5,3,6,4,1.5,2,UBL,532478,1/3/2011,532478_2011,532478,2011,405.1,464.55,421.8,448.35,14.7,4.1,10.7,6.394175867,6to7,5.104125637,5.037601742,5.079539273
563,D:\Danny\DATA_text\UBL\5324780312.txt,1.25,4,0.333333333,11,6,3.666666667,3,2,5,3,5,1.666666667,2,1,1,2,4,2.5,2,UBL,532478,1/3/2012,532478_2012,532478,2012,448.35,494.95,628.75,609.65,10.4,40.2,36,6.632857801,6to7,5.077670695,5.24807615,5.225746674
564,D:\Danny\DATA_text\UBL\5324780313.txt,1.8,16,1.25,7.333333333,11,6.5,4,0.5,2,2,11,5.5,2.5,9,2.666666667,5,10,1,3,UBL,532478,1/3/2013,532478_2013,532478,2013,609.65,767.45,715.45,798.55,25.9,17.4,31,6.854934503,6to7,5.169915652,5.120386158,5.198497031
565,D:\Danny\DATA_text\UBL\5324780314.txt,8,9.5,5,7,7.5,3.6,3,3,2,2,5,2.5,2,9,5.5,4,16,2.5,4,UBL,532478,1/3/2014,532478_2014,532478,2014,798.55,824.85,707.2,998.2,3.3,-11.4,25,7.045950778,7to8,5.032396786,4.931592087,5.164785974
566,D:\Danny\DATA_text\UBL\5324780315.txt,8,19,0.75,5.75,8,4.25,6,3,3.5,3,4,1.333333333,6,13,3.333333333,2,13,4,6,UBL,532478,1/3/2015,532478_2015,532478,2015,998.2,1162.95,855.35,946.6,16.5,-14.3,-5.2,6.999969763,6to7,5.114995309,4.910446567,4.97535348
567,D:\Danny\DATA_text\ULTRACEMCO\5325380311.txt,1.5,3.666666667,1,3.333333333,6,3.25,4,2,2,3,5,1.666666667,1,2,8,7,4,2,2,ULTRACEMCO,532538,1/3/2011,532538_2011,532538,2011,929.7,1073.6,1070.4,1406.55,15.5,15.1,51.3,7.350227113,7to8,5.108971195,5.106551351,5.304796333
568,D:\Danny\DATA_text\ULTRACEMCO\5325380312.txt,0.75,2.333333333,1,2.75,4,4,6,2,2,4,3,0.75,4,1,4.5,0.333333333,2,2,1.5,ULTRACEMCO,532538,1/3/2012,532538_2012,532538,2012,1406.55,1477.2,1693.4,1870.15,5,20.4,33,7.610927045,7to8,5.043425117,5.138148614,5.209486153
569,D:\Danny\DATA_text\ULTRACEMCO\5325380313.txt,0.666666667,1.5,1,2.8,2.333333333,3.4,6,0.75,1.333333333,4,3,0.75,2.5,3,6,1.5,5,1,2,ULTRACEMCO,532538,1/3/2013,532538_2013,532538,2013,1870.15,1858.6,1471.65,1839.85,-0.6,-21.3,-1.6,7.595814538,7to8,5.006627273,4.857484115,4.999911331
570,D:\Danny\DATA_text\ULTRACEMCO\5325380314.txt,1.25,2.5,2,2.6,5,3.25,2.5,0.666666667,1,2,4,2,2.5,2,9,2,5,4,3.5,ULTRACEMCO,532538,1/3/2014,532538_2014,532538,2014,1839.85,2214.15,2546.9,3137.4,20.3,38.4,70.5,8.097852258,8+,5.137561588,5.238567362,5.395897695
571,D:\Danny\DATA_text\ULTRACEMCO\5325380315.txt,3.666666667,4.5,1,3.333333333,12,10.5,2,1,3,4,8,2,2,3,10,11,8,3,1.25,ULTRACEMCO,532538,1/3/2015,532538_2015,532538,2015,3137.4,2992.8,2898.1,2784.95,-4.6,-7.6,-11.2,7.984445696,7to8,4.979488565,4.958639999,4.933034048
572,D:\Danny\DATA_text\UNITDSPR\5324320310.txt,4,0.5,1,4.5,2,6,3,1,8,2,2,1,2.5,2,2,1.333333333,1,2,1,UNITDSPR,532432,1/3/2010,532432_2010,532432,2010,1361.55,1278,1432.5,1105.9,-6.1,5.2,-18.8,7.135607726,7to8,4.969118614,5.044714608,4.876722877
573,D:\Danny\DATA_text\UNITDSPR\5324320311.txt,3,1,0.333333333,1.2,1.333333333,6,3,1,2.5,1,1,1,2.5,3,2,0.333333333,1,1,1.5,UNITDSPR,532432,1/3/2011,532432_2011,532432,2011,1105.9,1041.15,895.45,592.15,-5.9,-19,-46.5,6.609551379,6to7,4.970507503,4.875197323,4.639571613
574,D:\Danny\DATA_text\UNITDSPR\5324320312.txt,0.75,1,2,2.333333333,4,7,3,0.333333333,7,2,1,0.5,3,4,3,0.666666667,2,1,2,UNITDSPR,532432,1/3/2012,532432_2012,532432,2012,592.15,691,975.85,1840.7,16.7,64.8,210.9,7.596241615,7to8,5.11619579,5.369707363,5.888600912
575,D:\Danny\DATA_text\UNITDSPR\5324320313.txt,1.25,2,2,3.5,5,12,3,1.333333333,8,1,2,2,6,2,6,0.25,1,1,2.5,UNITDSPR,532432,1/3/2013,532432_2013,532432,2013,1840.7,2007.95,2199.5,2386.5,9.1,19.5,29.7,7.838540457,7to8,5.069532935,5.132852927,5.191288794
576,D:\Danny\DATA_text\UNITDSPR\5324320314.txt,4.333333333,1.333333333,3.666666667,18,7,3.333333333,4,2.333333333,5,5,3,0.6,11,11,12,0.333333333,5,4,5,UNITDSPR,532432,1/3/2014,532432_2014,532432,2014,2386.5,2853.15,2398.85,3416.2,19.6,0.5,43.1,8.179255882,8+,5.133442723,5.013963084,5.263208189
577,D:\Danny\DATA_text\UNITDSPR\5324320315.txt,4.666666667,6.5,2,38,20,3.333333333,5,1.5,3.5,1,5,5,12,7,7.333333333,2.666666667,7,5,10,UNITDSPR,532432,1/3/2015,532432_2015,532432,2015,3416.2,3895.7,3309.35,2986.4,14,-3.1,-12.6,8.050830924,8+,5.099866428,4.989752083,4.92289638
578,D:\Danny\DATA_text\UPL\5120700310.txt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,UPL,512070,1/3/2010,512070_2010,512070,2010,151.5,150.15,184.05,135.65,-0.9,21.5,-10.5,5.654767285,5to6,5.004617222,5.144583267,4.938064601
579,D:\Danny\DATA_text\UPL\5120700311.txt,0.333333333,0.4,0.5,1.5,2,3.333333333,2,1,6,0.333333333,6,18,1,7,3.5,5,4,1,3,UPL,512070,1/3/2011,512070_2011,512070,2011,135.65,153,145.4,147.35,12.8,7.2,8.6,5.694909896,5to6,5.092522454,5.05751888,5.066385309
580,D:\Danny\DATA_text\UPL\5120700312.txt,2.5,2.333333333,2,19,12,7.5,5,7,7,0.25,3,12,0.666666667,15,7,2,5,2,3,UPL,512070,1/3/2012,512070_2012,512070,2012,147.35,128.4,118.6,115.8,-12.9,-19.5,-21.4,5.582744146,5to6,4.920710587,4.871373227,4.856706812
581,D:\Danny\DATA_text\UPL\5120700313.txt,11,5,3,7.666666667,4.666666667,7.5,5,12,12,1,3,3,5,20,4,2,3,11,4,UPL,512070,1/3/2013,512070_2013,512070,2013,115.8,121.8,133.4,182.75,5.2,15.2,57.8,5.807391457,5to6,5.044714608,5.107156861,5.336576079
582,D:\Danny\DATA_text\UPL\5120700314.txt,5,3.75,3,6,7,8.5,6,7,5.5,1,7,7,1.666666667,14,16,8,7,9,6,UPL,512070,1/3/2014,512070_2014,512070,2014,182.75,220.95,316.6,415.8,20.9,73.2,127.5,6.338240659,6to7,5.14107859,5.408068231,5.625820933
583,D:\Danny\DATA_text\UPL\5120700315.txt,3,2.25,1,9,7,20,2.5,4,9,0.5,16,32,1,17,15,10,7,6,2,UPL,512070,1/3/2015,512070_2015,512070,2015,415.8,461.6,502.75,438.25,11,20.9,5.4,6.377152028,6to7,5.081404365,5.14107859,5.046002438
584,D:\Danny\DATA_text\VMART\5349760314.txt,1.2,1,0.5,7.5,7,4.5,2,3.5,2,2,5,2.5,10,8,7,3,5,2.5,2.5,VMART,534976,1/3/2014,534976_2014,534976,2014,258.45,308.25,458.85,580,19.3,77.5,124.4,6.593044534,6to7,5.131672289,5.427150238,5.614586896
585,D:\Danny\DATA_text\VMART\5349760315.txt,4.5,2,3,14,5.5,2.666666667,2,4,1,2,8,4,5,3,6.5,5,3,6,4.5,VMART,534976,1/3/2015,534976_2015,534976,2015,580,565.25,485.75,643.8,-2.5,-16.2,11,6.67683154,6to7,4.993828176,4.896346148,5.081404365
586,D:\Danny\DATA_text\WIPRO\5076850310.txt,5.666666667,22,7,2.777777778,3.285714286,11.5,8.5,8,11.5,3.333333333,8,2.4,5.666666667,3,6.333333333,6,10.5,1.9,5,WIPRO,507685,1/3/2010,507685_2010,507685,2010,676.7,720.5,399.8,438.4,6.5,-40.9,-35.2,6.377406989,6to7,5.05305601,4.692264893,4.743191484
587,D:\Danny\DATA_text\WIPRO\5076850311.txt,12.5,6,9,3.333333333,4,4.5,5,10,2,8,1,0.125,12,6,3,2,3.5,3.5,1.666666667,WIPRO,507685,1/3/2011,507685_2011,507685,2011,438.4,449.6,335.05,420.3,2.6,-23.6,-4.1,6.346162538,6to7,5.027820119,4.839451482,4.982921456
588,D:\Danny\DATA_text\WIPRO\5076850312.txt,41,11.33333333,11,12.25,5.833333333,89,10.5,4,16,4,23,5.75,7.666666667,9,11,14,14.5,9.333333333,11,WIPRO,507685,1/3/2012,507685_2012,507685,2012,420.3,420.95,367.6,416.5,0.2,-12.5,-0.9,6.33947708,6to7,5.011967739,4.923623917,5.004617222
589,D:\Danny\DATA_text\WIPRO\5076850313.txt,17,6.333333333,4.5,5.857142857,4.833333333,25.5,4.666666667,5,8.5,4,12,3,6,11,6.5,5,7,5.666666667,10,WIPRO,507685,1/3/2013,507685_2013,507685,2013,416.5,380.05,483.9,596.75,-8.8,16.2,43.3,6.615730457,6to7,4.950177325,5.113191882,5.264243386
590,D:\Danny\DATA_text\WIPRO\5076850314.txt,32,6,9,5.6,7,14,2.75,5,2.6,9,9,1,13,4.666666667,9.5,7,9.5,7,9,WIPRO,507685,1/3/2014,507685_2014,507685,2014,596.75,589,565.4,659.25,-1.3,-5.3,10.5,6.696107893,6to7,5.001930853,4.974662634,5.078293943
591,D:\Danny\DATA_text\WIPRO\5076850315.txt,18.5,12,4.5,5.5,3.888888889,27,19,3.666666667,13.5,2.5,6.5,2.6,20,5.75,12.66666667,11,8,1.75,9,WIPRO,507685,1/3/2015,507685_2015,507685,2015,659.25,606.6,571.45,559.8,-8,-13.3,-15.1,6.56498324,6to7,4.955827058,4.917788744,4.904533763
592,D:\Danny\DATA_text\ZEEL\5055370310.txt,1.2,14,0.5,16,12,10.5,3,2.5,15,1,7,7,7,6,40,14,4,6,10,ZEEL,505537,1/3/2010,505537_2010,505537,2010,247.75,295.05,287.35,118.95,19.1,16,-52,5.594525489,5to6,5.130490256,5.111987788,4.584967479
593,D:\Danny\DATA_text\ZEEL\5055370311.txt,0.5,3.5,0.5,6,3,12,5,7,6,1,7,7,10,3,12,15,4,4.333333333,9,ZEEL,505537,1/3/2011,505537_2011,505537,2011,118.95,124.95,115.6,125.65,5,-2.8,5.6,5.619131945,5to6,5.043425117,4.991792206,5.047288612
594,D:\Danny\DATA_text\ZEEL\5055370312.txt,1.8,2,2,16,8,4,3.5,2.666666667,6,0.333333333,9,27,3.666666667,4,7.333333333,13,4.5,6.5,13,ZEEL,505537,1/3/2012,505537_2012,505537,2012,125.65,124.55,163.8,217.95,-0.9,30.4,73.5,5.907947059,5to6,5.004617222,5.195176608,5.409411414
595,D:\Danny\DATA_text\ZEEL\5055370313.txt,2,5.5,1,16,12,7.333333333,0.666666667,3,13,0.5,7,14,4,3.5,10,13,5,2.666666667,5,ZEEL,505537,1/3/2013,505537_2013,505537,2013,217.95,208.1,231.5,268.45,-4.5,6.2,23.2,6.036557408,6to7,4.980176087,5.051137237,5.154446996
596,D:\Danny\DATA_text\ZEEL\5055370314.txt,4,5.5,3,10.5,21,8,2.5,5,10,1,8,8,4,5,10.5,19,7,5.5,6,ZEEL,505537,1/3/2014,505537_2014,505537,2014,268.45,266.6,273.95,347.5,-0.7,2,29.4,6.209595557,6to7,5.005957705,5.023880521,5.18961795
597,D:\Danny\DATA_text\ZEEL\5055370315.txt,3.333333333,12,1,7,22,10,1,5,9,0.25,5.5,22,6,7,6.666666667,16,10,7,4,ZEEL,505537,1/3/2015,505537_2015,505537,2015,347.5,343.75,385.6,437.05,-1.1,11,25.8,6.375109995,6to7,5.00327494,5.081404365,5.169346985
